YEAR,MONTH,DAY,HOUR,MINUTE,MAGNITUDE
1994,1,21,14,26,2.3
1994,1,21,14,37,1.8
1994,1,21,14,38,1.9
1994,1,21,14,46,1.9
1994,1,21,14,47,2.1
1994,1,21,15,9,1.8
1994,1,21,15,14,1.6
1994,1,21,15,25,1.5
1994,1,21,15,26,1.6
1994,1,21,15,34,2.1
1994,1,21,16,15,1.6
1994,1,21,16,16,1.8
1994,1,21,16,17,1.8
1994,1,21,16,22,1.8
1994,1,21,16,31,2.5
1994,1,21,16,51,1.6
1994,1,21,17,0,1.3
1994,1,21,17,12,2.1
1994,1,21,17,14,2
1994,1,21,17,21,1.8
1994,1,21,17,24,1.6
1994,1,21,17,30,1.7
1994,1,21,17,32,2.5
1994,1,21,17,35,1.8
1994,1,21,17,37,2.4
1994,1,21,17,41,2.2
1994,1,21,17,45,1.7
1994,1,21,17,46,1.9
1994,1,21,17,51,1.9
1994,1,21,18,0,2.1
1994,1,21,18,5,2.1
1994,1,21,18,12,1.9
1994,1,21,18,14,1.7
1994,1,21,18,17,1.9
1994,1,21,18,29,1.8
1994,1,21,18,36,1.9
1994,1,21,18,38,1.9
1994,1,21,18,39,4.6
1994,1,21,18,42,4.1
1994,1,21,18,52,4.1
1994,1,21,18,53,4.3
1994,1,21,18,54,3.2
1994,1,21,18,56,2.7
1994,1,21,18,57,3.6
1994,1,21,19,9,2.2
1994,1,21,19,11,2.5
1994,1,21,19,14,3.3
1994,1,21,19,16,2.4
1994,1,21,19,21,2.3
1994,1,21,19,27,2.8
1994,1,21,19,29,2.5
1994,1,21,19,37,2.7
1994,1,21,19,40,2.2
1994,1,21,19,42,2.1
1994,1,21,19,46,2.8
1994,1,21,19,54,2.6
1994,1,21,19,56,2.7
1994,1,21,19,58,2.3
1994,1,21,20,5,2.2
1994,1,21,20,12,2.7
1994,1,21,20,45,1.9
1994,1,21,20,46,2.3
1994,1,21,20,55,1.8
1994,1,21,20,57,2.6
1994,1,21,21,2,3.1
1994,1,21,21,15,2
1994,1,21,21,19,1.9
1994,1,21,21,25,1.8
1994,1,21,21,26,3.3
1994,1,21,21,31,1.2
1994,1,21,21,45,1.9
1994,1,21,21,48,2
1994,1,21,21,52,1.9
1994,1,21,21,58,1.9
1994,1,21,22,2,2
1994,1,21,22,14,2.1
1994,1,21,22,17,1.7
1994,1,21,22,20,2.2
1994,1,21,22,22,2.7
1994,1,21,22,26,2
1994,1,21,22,31,1.8
1994,1,21,22,34,2
1994,1,21,22,35,1.8
1994,1,21,22,37,1.7
1994,1,21,22,52,1.8
1994,1,21,23,2,2.5
1994,1,21,23,17,1.8
1994,1,21,23,36,1.9
1994,1,21,23,39,2.2
1994,1,21,23,47,1.8
1994,1,21,23,48,1.6
1994,1,22,0,14,2.1
1994,1,22,0,16,2.6
1994,1,22,0,25,1.8
1994,1,22,0,35,2.2
1994,1,22,0,45,1.9
1994,1,22,0,52,1.5
1994,1,22,0,57,1.8
1994,1,22,1,4,1.5
1994,1,22,1,8,2.1
1994,1,22,1,24,2.4
1994,1,22,1,44,1.7
1994,1,22,1,49,2.7
1994,1,22,2,0,1.7
1994,1,22,2,5,1.6
1994,1,22,2,10,1.8
1994,1,22,2,11,1.9
1994,1,22,2,15,1.7
1994,1,22,2,18,2.9
1994,1,22,2,31,2.5
1994,1,22,2,32,1.9
1994,1,22,2,42,2.2
1994,1,22,2,44,2.1
1994,1,22,2,45,1.7
1994,1,22,2,47,1.5
1994,1,22,2,53,2.3
1994,1,22,2,57,2.3
1994,1,22,3,14,1.8
1994,1,22,3,27,2.5
1994,1,22,3,29,1.8
1994,1,22,3,34,3.2
1994,1,22,3,38,1.8
1994,1,22,3,40,1.8
1994,1,22,3,49,1.9
1994,1,22,3,53,1.6
1994,1,22,3,55,2.7
1994,1,22,4,3,2
1994,1,22,4,16,1.8
1994,1,22,4,27,1.9
1994,1,22,4,56,1.7
1994,1,22,5,2,1.4
1994,1,22,5,7,1.6
1994,1,22,5,16,1.6
1994,1,22,5,19,1.7
1994,1,22,5,32,1.9
1994,1,22,5,32,1.8
1994,1,22,5,37,2.2
1994,1,22,5,41,3
1994,1,22,5,46,1.8
1994,1,22,5,53,1.7
1994,1,22,6,3,1.9
1994,1,22,6,14,2
1994,1,22,6,41,1.9
1994,1,22,6,43,1.7
1994,1,22,6,45,1.4
1994,1,22,6,49,1.9
1994,1,22,6,55,2
1994,1,22,7,12,1.3
1994,1,22,7,23,1.5
1994,1,22,7,41,2
1994,1,22,7,43,1.7
1994,1,22,7,50,0.4
1994,1,22,7,54,1.4
1994,1,22,7,56,2
1994,1,22,7,59,2.3
1994,1,22,8,8,1.5
1994,1,22,8,12,1.8
1994,1,22,8,16,1.6
1994,1,22,8,20,2
1994,1,22,8,25,1.5
1994,1,22,8,35,1.7
1994,1,22,8,38,2.1
1994,1,22,8,45,2.6
1994,1,22,9,0,1.8
1994,1,22,9,3,3.1
1994,1,22,9,25,1.7
1994,1,22,9,40,1.9
1994,1,22,9,45,2.6
1994,1,22,10,1,2.2
1994,1,22,10,6,2.1
1994,1,22,10,9,2
1994,1,22,10,12,2.4
1994,1,22,10,16,2.2
1994,1,22,10,27,2.1
1994,1,22,10,35,1.9
1994,1,22,10,40,1.7
1994,1,22,10,45,2.1
1994,1,22,10,50,1.8
1994,1,22,11,16,1.7
1994,1,22,11,18,2
1994,1,22,11,31,1.8
1994,1,22,11,32,2.2
1994,1,22,11,46,2.1
1994,1,22,12,4,1.6
1994,1,22,12,15,1.7
1994,1,22,12,20,2.3
1994,1,22,12,27,2.1
1994,1,22,12,29,1.8
1994,1,22,12,30,2.2
1994,1,22,12,31,1.3
1994,1,22,12,38,1.8
1994,1,22,12,39,1.9
1994,1,22,12,41,1.6
1994,1,22,12,46,2.4
1994,1,22,13,7,1.7
1994,1,22,13,12,1.5
1994,1,22,13,14,2.3
1994,1,22,13,15,2.1
1994,1,22,13,20,1.7
1994,1,22,13,34,1.6
1994,1,22,13,49,2.9
1994,1,22,13,53,2
1994,1,22,13,59,1.7
1994,1,22,14,6,2.1
1994,1,22,14,10,2
1994,1,22,14,11,1.2
1994,1,22,14,15,2.3
1994,1,22,14,26,1.8
1994,1,22,14,40,1.6
1994,1,22,14,40,1.5
1994,1,22,14,43,2.7
1994,1,22,14,46,1.7
1994,1,22,14,53,1.6
1994,1,22,14,55,2.1
1994,1,22,14,58,1.6
1994,1,22,14,59,2.3
1994,1,22,15,8,1.9
1994,1,22,15,12,1.5
1994,1,22,15,15,1.6
1994,1,22,15,17,2.6
1994,1,22,15,31,2
1994,1,22,15,33,1.6
1994,1,22,15,35,2.1
1994,1,22,15,38,2.1
1994,1,22,15,41,2.6
1994,1,22,15,44,2
1994,1,22,15,54,1.6
1994,1,22,15,59,2
1994,1,22,16,25,1.8
1994,1,22,16,37,1.4
1994,1,22,16,39,1.6
1994,1,22,16,42,1.9
1994,1,22,16,44,2.2
1994,1,22,16,46,2.5
1994,1,22,16,49,2.8
1994,1,22,16,54,1.9
1994,1,22,16,55,2.3
1994,1,22,17,4,2.3
1994,1,22,17,8,1.5
1994,1,22,17,12,1.6
1994,1,22,17,18,1.8
1994,1,22,17,25,2.3
1994,1,22,17,28,1.6
1994,1,22,17,36,1.6
1994,1,22,17,45,2.3
1994,1,22,18,6,2.5
1994,1,22,18,9,1.8
1994,1,22,18,10,1.7
1994,1,22,18,41,1.6
1994,1,22,18,54,1.6
1994,1,22,19,12,1.6
1994,1,22,19,15,1.8
1994,1,22,19,17,1.7
1994,1,22,19,33,2.2
1994,1,22,19,45,2.3
1994,1,22,20,1,2.2
1994,1,22,20,3,2.3
1994,1,22,20,8,1.8
1994,1,22,20,16,2
1994,1,22,20,27,2.3
1994,1,22,20,29,1.8
1994,1,22,20,32,1.8
1994,1,22,20,34,1.9
1994,1,22,20,35,0
1994,1,22,20,47,1
1994,1,22,20,53,1.6
1994,1,22,20,54,0
1994,1,22,21,5,2.3
1994,1,22,21,16,1.6
1994,1,22,21,18,1.6
1994,1,22,21,19,1.9
1994,1,22,21,21,2.4
1994,1,22,21,41,1.8
1994,1,22,21,48,1.5
1994,1,22,21,50,2.5
1994,1,22,21,57,2.3
1994,1,22,22,0,1.8
1994,1,22,22,4,2.2
1994,1,22,22,6,1.8
1994,1,22,22,8,2.2
1994,1,22,22,9,1.7
1994,1,22,22,10,1.9
1994,1,22,22,14,1.8
1994,1,22,22,20,1.7
1994,1,22,22,22,2.3
1994,1,22,22,28,1.8
1994,1,22,22,31,1.7
1994,1,22,22,37,2
1994,1,22,22,45,1.6
1994,1,22,22,49,1.8
1994,1,22,22,51,1.7
1994,1,22,22,53,1.8
1994,1,22,23,5,1.9
1994,1,22,23,10,2.2
1994,1,22,23,14,3.2
1994,1,22,23,28,1.6
1994,1,22,23,36,3
1994,1,22,23,37,2.2
1994,1,22,23,43,2
1994,1,23,0,11,2
1994,1,23,0,24,1.9
1994,1,23,0,30,2.6
1994,1,23,0,38,1.8
1994,1,23,1,2,2.1
1994,1,23,1,6,1.9
1994,1,23,1,7,1.9
1994,1,23,1,24,1.9
1994,1,23,1,26,1.7
1994,1,23,1,29,1.8
1994,1,23,1,40,1.9
1994,1,23,1,42,1.6
1994,1,23,1,45,2.1
1994,1,23,2,0,1.5
1994,1,23,2,2,1.2
1994,1,23,2,4,1.6
1994,1,23,2,6,1.7
1994,1,23,2,7,1.7
1994,1,23,2,19,2.5
1994,1,23,2,41,1.7
1994,1,23,2,43,2.1
1994,1,23,2,48,3.2
1994,1,23,3,9,1.9
1994,1,23,3,17,2.3
1994,1,23,3,28,1.4
1994,1,23,3,33,2.1
1994,1,23,3,43,1.7
1994,1,23,3,47,1.5
1994,1,23,3,55,1.7
1994,1,23,3,56,1.1
1994,1,23,4,0,3
1994,1,23,4,2,2.2
1994,1,23,4,12,2.3
1994,1,23,4,13,1.8
1994,1,23,4,15,2.3
1994,1,23,4,58,2.7
1994,1,23,5,0,1.6
1994,1,23,5,17,2.5
1994,1,23,5,22,2.2
1994,1,23,5,41,1.6
1994,1,23,5,42,1.7
1994,1,23,5,49,1.8
1994,1,23,6,1,2.5
1994,1,23,6,8,1.6
1994,1,23,6,14,1.6
1994,1,23,6,15,2.1
1994,1,23,6,26,1.7
1994,1,23,6,30,1.5
1994,1,23,6,38,1.5
1994,1,23,6,46,2
1994,1,23,6,55,1.9
1994,1,23,6,57,3.1
1994,1,23,7,0,2
1994,1,23,7,17,2.5
1994,1,23,7,29,1.9
1994,1,23,7,43,2.3
1994,1,23,7,50,2.1
1994,1,23,7,56,1.9
1994,1,23,8,4,2.6
1994,1,23,8,7,2.4
1994,1,23,8,27,1.7
1994,1,23,8,30,1.8
1994,1,23,8,39,3
1994,1,23,8,41,3.8
1994,1,23,8,43,2.7
1994,1,23,8,55,4
1994,1,23,9,9,1.9
1994,1,23,9,14,2.6
1994,1,23,9,16,2
1994,1,23,9,28,1.9
1994,1,23,9,30,2.7
1994,1,23,9,31,2.3
1994,1,23,9,40,2
1994,1,23,9,45,1.7
1994,1,23,9,51,2.1
1994,1,23,10,2,1.7
1994,1,23,10,18,1.7
1994,1,23,10,41,1.7
1994,1,23,10,54,1.6
1994,1,23,11,3,1.8
1994,1,23,11,5,2
1994,1,23,11,18,2.1
1994,1,23,11,21,1.8
1994,1,23,11,23,1.8
1994,1,23,11,24,1.4
1994,1,23,11,27,1.8
1994,1,23,11,35,2.1
1994,1,23,11,52,1.6
1994,1,23,11,53,1.8
1994,1,23,12,14,1.5
1994,1,23,12,26,1.9
1994,1,23,12,30,2.2
1994,1,23,12,48,1.7
1994,1,23,12,51,1.4
1994,1,23,12,53,2
1994,1,23,13,1,1.8
1994,1,23,13,15,0.6
1994,1,23,13,19,1.9
1994,1,23,13,35,1.6
1994,1,23,13,39,1.8
1994,1,23,13,44,1.6
1994,1,23,14,0,1.3
1994,1,23,14,5,3.2
1994,1,23,14,23,1.6
1994,1,23,14,30,2.7
1994,1,23,14,52,3.3
1994,1,23,14,52,3.2
1994,1,23,14,58,2
1994,1,23,15,5,1.7
1994,1,23,15,20,1.6
1994,1,23,15,25,1.6
1994,1,23,15,44,1.5
1994,1,23,15,52,1.2
1994,1,23,15,53,2.3
1994,1,23,15,58,2.1
1994,1,23,15,59,3.2
1994,1,23,16,2,1.7
1994,1,23,16,6,2.2
1994,1,23,16,10,1.8
1994,1,23,16,11,1.9
1994,1,23,16,49,1.8
1994,1,23,16,50,2
1994,1,23,16,57,2.2
1994,1,23,17,4,1.4
1994,1,23,17,13,1.4
1994,1,23,17,38,2.5
1994,1,23,17,46,1.6
1994,1,23,17,54,1.6
1994,1,23,17,59,1.5
1994,1,23,18,10,1.9
1994,1,23,18,17,2.1
1994,1,23,18,35,1.8
1994,1,23,18,40,1.9
1994,1,23,18,42,1.7
1994,1,23,18,44,1.9
1994,1,23,18,49,2.1
1994,1,23,18,52,1.8
1994,1,23,18,54,1.6
1994,1,23,19,0,1.6
1994,1,23,19,1,1.8
1994,1,23,19,13,1.7
1994,1,23,19,16,1.7
1994,1,23,19,19,1.3
1994,1,23,19,20,2
1994,1,23,19,25,1.9
1994,1,23,19,50,2.5
1994,1,23,19,55,1.7
1994,1,23,20,5,1.7
1994,1,23,20,11,1.8
1994,1,23,20,16,1.4
1994,1,23,20,26,1.7
1994,1,23,20,30,1.3
1994,1,23,21,9,2.4
1994,1,23,21,12,1.9
1994,1,23,21,42,1.7
1994,1,23,21,45,1.6
1994,1,23,21,52,1.6
1994,1,23,21,58,1.9
1994,1,23,22,3,1.5
1994,1,23,22,4,1.8
1994,1,23,22,5,2.5
1994,1,23,22,36,1.9
1994,1,23,22,54,1.8
1994,1,23,22,59,1.5
1994,1,23,23,1,2.4
1994,1,23,23,28,1.9
1994,1,23,23,30,2
1994,1,23,23,37,2.8
1994,1,23,23,40,1.9
1994,1,23,23,55,1.7
1994,1,24,0,18,1.4
1994,1,24,0,20,1.8
1994,1,24,0,24,1.7
1994,1,24,0,32,1.8
1994,1,24,0,39,2.5
1994,1,24,0,52,1.4
1994,1,24,1,4,1.4
1994,1,24,1,5,1.7
1994,1,24,1,28,1.3
1994,1,24,1,35,0.4
1994,1,24,1,35,1.5
1994,1,24,1,38,1.7
1994,1,24,1,39,1.7
1994,1,24,1,49,1.5
1994,1,24,1,53,1.2
1994,1,24,1,54,1.7
1994,1,24,1,58,2
1994,1,24,2,5,1.6
1994,1,24,2,7,1.3
1994,1,24,2,15,2.2
1994,1,24,2,17,2.1
1994,1,24,2,27,1.8
1994,1,24,2,32,1.7
1994,1,24,2,34,1.7
1994,1,24,2,41,3.6
1994,1,24,2,51,1.7
1994,1,24,3,1,2
1994,1,24,3,10,1.4
1994,1,24,3,31,1.4
1994,1,24,3,33,1.5
1994,1,24,3,37,1.8
1994,1,24,3,42,3
1994,1,24,3,44,1.9
1994,1,24,3,48,1.6
1994,1,24,3,50,1.9
1994,1,24,4,15,4.5
1994,1,24,4,26,1.5
1994,1,24,4,37,2.3
1994,1,24,4,47,2.2
1994,1,24,4,59,1.8
1994,1,24,5,6,1.5
1994,1,24,5,22,2.5
1994,1,24,5,32,1.3
1994,1,24,5,34,1.7
1994,1,24,5,40,1.6
1994,1,24,5,42,1.4
1994,1,24,5,50,4.2
1994,1,24,5,54,4.1
1994,1,24,5,59,2.7
1994,1,24,6,8,2.2
1994,1,24,6,13,2.7
1994,1,24,6,20,1.8
1994,1,24,6,25,2
1994,1,24,6,27,2.6
1994,1,24,6,33,2.8
1994,1,24,6,59,2.5
1994,1,24,7,4,2.7
1994,1,24,7,15,1.7
1994,1,24,7,33,1.7
1994,1,24,7,42,1.6
1994,1,24,7,54,1.6
1994,1,24,7,59,1.7
1994,1,24,8,9,1.9
1994,1,24,8,16,1.6
1994,1,24,8,18,1.7
1994,1,24,8,22,1.7
1994,1,24,8,45,1.8
1994,1,24,8,52,1.3
1994,1,24,9,6,1.3
1994,1,24,9,14,1.7
1994,1,24,9,19,1.4
1994,1,24,9,22,1.9
1994,1,24,9,24,2.6
1994,1,24,9,24,2.2
1994,1,24,9,37,2.1
1994,1,24,9,52,2.1
1994,1,24,10,3,1.8
1994,1,24,10,7,1.4
1994,1,24,10,9,1.8
1994,1,24,10,20,1.2
1994,1,24,10,21,1.6
1994,1,24,10,22,1.6
1994,1,24,10,44,1.6
1994,1,24,10,47,2
1994,1,24,10,48,3.1
1994,1,24,11,1,1.7
1994,1,24,11,3,1.9
1994,1,24,11,25,1.5
1994,1,24,11,39,1.3
1994,1,24,11,43,1.7
1994,1,24,11,48,1.4
1994,1,24,11,52,2.1
1994,1,24,12,18,2.3
1994,1,24,12,19,2.3
1994,1,24,12,20,1.9
1994,1,24,12,36,2
1994,1,24,12,39,3
1994,1,24,12,45,1.9
1994,1,24,12,46,2.1
1994,1,24,13,2,1.6
1994,1,24,13,13,2
1994,1,24,13,15,1.6
1994,1,24,13,18,1.7
1994,1,24,13,23,2.1
1994,1,24,13,28,1.5
1994,1,24,13,37,1.9
1994,1,24,13,46,1.6
1994,1,24,13,58,1.6
1994,1,24,14,7,1.3
1994,1,24,14,11,1.9
1994,1,24,14,16,1.7
1994,1,24,14,36,1.6
1994,1,24,14,42,1.7
1994,1,24,14,48,2.2
1994,1,24,14,55,2.3
1994,1,24,14,59,2
1994,1,24,15,34,1.3
1994,1,24,15,39,1.9
1994,1,24,15,43,1.6
1994,1,24,15,59,2
1994,1,24,16,15,1.8
1994,1,24,16,20,1.6
1994,1,24,16,20,1.9
1994,1,24,16,25,2.5
1994,1,24,16,27,2
1994,1,24,16,32,2.2
1994,1,24,16,39,1.6
1994,1,24,16,45,1.5
1994,1,24,16,49,1.7
1994,1,24,17,3,1.8
1994,1,24,17,11,1.8
1994,1,24,17,13,2.1
1994,1,24,17,18,2.2
1994,1,24,17,27,2.2
1994,1,24,17,29,1.5
1994,1,24,17,52,3.2
1994,1,24,18,0,1.8
1994,1,24,18,1,2.3
1994,1,24,18,5,3.4
1994,1,24,18,16,3.3
1994,1,24,18,46,2
1994,1,24,18,48,2.2
1994,1,24,18,51,1.7
1994,1,24,19,11,1.9
1994,1,24,19,16,2.6
1994,1,24,19,19,2.1
1994,1,24,19,24,2.5
1994,1,24,19,28,2.4
1994,1,24,19,31,1.9
1994,1,24,20,25,1.6
1994,1,24,20,27,1.7
1994,1,24,20,36,1.6
1994,1,24,20,37,2.7
1994,1,24,20,37,2
1994,1,24,20,43,1.8
1994,1,24,20,44,2
1994,1,24,20,55,1.7
1994,1,24,21,27,1.3
1994,1,24,21,31,2.8
1994,1,24,21,42,1.6
1994,1,24,21,58,1.5
1994,1,24,22,19,1.6
1994,1,24,22,22,2.7
1994,1,24,22,43,1.5
1994,1,24,22,51,1.7
1994,1,24,22,53,1.7
1994,1,24,23,0,1.9
1994,1,24,23,4,2.5
1994,1,24,23,5,2.4
1994,1,24,23,21,2
1994,1,24,23,22,1.8
1994,1,24,23,28,2.1
1994,1,24,23,33,1.5
1994,1,24,23,36,2.3
1994,1,25,0,16,1.5
1994,1,25,0,19,1.6
1994,1,25,0,20,2.1
1994,1,25,0,41,2.1
1994,1,25,0,45,2.2
1994,1,25,0,46,2.3
1994,1,25,0,48,1.8
1994,1,25,0,51,1.6
1994,1,25,0,53,1.7
1994,1,25,0,55,1.6
1994,1,25,0,59,1.9
1994,1,25,1,1,1.5
1994,1,25,1,7,2
1994,1,25,2,1,1.9
1994,1,25,2,6,2.8
1994,1,25,2,26,2.6
1994,1,25,2,31,1.8
1994,1,25,2,39,2.5
1994,1,25,2,59,3.3
1994,1,25,3,6,1.4
1994,1,25,3,9,3
1994,1,25,3,11,1.9
1994,1,25,3,16,2
1994,1,25,3,31,2.2
1994,1,25,3,36,1.5
1994,1,25,3,41,1.9
1994,1,25,3,43,2.2
1994,1,25,3,47,1.9
1994,1,25,4,16,2.2
1994,1,25,4,20,2.1
1994,1,25,4,36,1.3
1994,1,25,4,51,1.7
1994,1,25,4,57,2
1994,1,25,5,25,2.2
1994,1,25,5,41,1.5
1994,1,25,6,8,1.2
1994,1,25,6,12,1.8
1994,1,25,6,16,1.7
1994,1,25,6,22,1.7
1994,1,25,6,55,1.4
1994,1,25,7,20,1.3
1994,1,25,7,35,2.3
1994,1,25,7,44,1.3
1994,1,25,7,46,1.7
1994,1,25,7,53,1.6
1994,1,25,8,1,1.9
1994,1,25,8,6,1.5
1994,1,25,8,14,1.7
1994,1,25,8,29,1.4
1994,1,25,8,34,1.3
1994,1,25,8,40,2.6
1994,1,25,8,41,2.9
1994,1,25,8,41,2.7
1994,1,25,8,43,1.6
1994,1,25,8,52,2.1
1994,1,25,8,53,2.2
1994,1,25,8,57,2.1
1994,1,25,8,58,1.6
1994,1,25,9,13,1.6
1994,1,25,9,17,1.6
1994,1,25,9,26,1.5
1994,1,25,9,52,1.7
1994,1,25,9,53,1.6
1994,1,25,10,0,1.8
1994,1,25,10,5,1.6
1994,1,25,10,5,2.4
1994,1,25,10,12,1.9
1994,1,25,10,14,2.2
1994,1,25,10,21,3.2
1994,1,25,10,23,1.8
1994,1,25,10,25,2.2
1994,1,25,10,32,2.4
1994,1,25,10,47,1.9
1994,1,25,10,54,1.6
1994,1,25,11,1,1.4
1994,1,25,11,4,2.1
1994,1,25,11,7,2.3
1994,1,25,11,20,1.3
1994,1,25,11,23,1.7
1994,1,25,11,28,1.9
1994,1,25,11,34,1.8
1994,1,25,11,43,1.6
1994,1,25,11,46,2.3
1994,1,25,12,7,1.5
1994,1,25,12,9,3.1
1994,1,25,12,25,1.7
1994,1,25,12,32,1.4
1994,1,25,12,37,1.7
1994,1,25,12,42,2.1
1994,1,25,12,50,1.7
1994,1,25,13,2,1.6
1994,1,25,13,4,1.8
1994,1,25,13,5,1.8
1994,1,25,13,19,1.5
1994,1,25,13,22,2
1994,1,25,13,28,1.7
1994,1,25,13,58,2
1994,1,25,14,5,1.8
1994,1,25,14,7,2
1994,1,25,14,10,1.9
1994,1,25,14,21,1.6
1994,1,25,14,32,1.7
1994,1,25,14,37,1.6
1994,1,25,14,41,1.2
1994,1,25,14,45,1.4
1994,1,25,14,54,1.6
1994,1,25,14,59,1.7
1994,1,25,15,4,2.2
1994,1,25,15,7,1.6
1994,1,25,15,15,1.5
1994,1,25,15,22,1.6
1994,1,25,15,25,1.7
1994,1,25,15,27,2
1994,1,25,15,38,1.7
1994,1,25,15,45,1.5
1994,1,25,15,53,1.9
1994,1,25,16,4,1.7
1994,1,25,16,19,1.5
1994,1,25,16,21,2.6
1994,1,25,16,23,0.2
1994,1,25,16,24,1.9
1994,1,25,16,44,2.4
1994,1,25,17,3,1.6
1994,1,25,17,9,1.9
1994,1,25,17,17,3.4
1994,1,25,17,19,2.4
1994,1,25,17,32,2.3
1994,1,25,17,37,2.2
1994,1,25,17,42,2.2
1994,1,25,17,46,2.4
1994,1,25,17,55,1.8
1994,1,25,18,6,1.4
1994,1,25,18,8,2.8
1994,1,25,18,11,1.4
1994,1,25,18,18,1.5
1994,1,25,18,38,2.4
1994,1,25,18,42,3.4
1994,1,25,18,58,1.6
1994,1,25,19,18,1.8
1994,1,25,19,54,1.6
1994,1,25,20,3,1.7
1994,1,25,20,24,1.4
1994,1,25,20,47,1.8
1994,1,25,20,51,1.8
1994,1,25,21,4,1.8
1994,1,25,21,5,0
1994,1,25,21,5,1.7
1994,1,25,21,9,1.4
1994,1,25,21,13,1.2
1994,1,25,21,26,2
1994,1,25,21,35,1.9
1994,1,25,21,39,1.9
1994,1,25,21,40,1.7
1994,1,25,21,42,2.1
1994,1,25,21,57,1.4
1994,1,25,22,4,1.8
1994,1,25,22,7,1.7
1994,1,25,22,9,1.5
1994,1,25,22,21,1.5
1994,1,25,22,23,2.9
1994,1,25,22,25,2.1
1994,1,25,22,28,1.8
1994,1,25,22,31,1.9
1994,1,25,22,44,2.1
1994,1,25,22,54,1.8
1994,1,25,23,1,2.3
1994,1,25,23,9,1.5
1994,1,25,23,27,1.8
1994,1,25,23,28,1.6
1994,1,25,23,46,1.3
1994,1,26,0,4,2.1
1994,1,26,0,17,1.7
1994,1,26,0,26,1.5
1994,1,26,0,45,1.9
1994,1,26,0,45,1.9
1994,1,26,0,51,1.7
1994,1,26,1,0,1.6
1994,1,26,1,10,1.7
1994,1,26,1,14,1.5
1994,1,26,1,17,1.6
1994,1,26,1,21,2.1
1994,1,26,1,56,2.2
1994,1,26,2,0,1.7
1994,1,26,2,17,3
1994,1,26,2,22,2.3
1994,1,26,2,32,2.3
1994,1,26,2,38,2
1994,1,26,2,46,2.5
1994,1,26,2,55,1.7
1994,1,26,2,58,2.1
1994,1,26,3,0,1.9
1994,1,26,3,3,1.7
1994,1,26,3,15,2.3
1994,1,26,3,33,2.2
1994,1,26,3,43,2.7
1994,1,26,3,53,2.9
1994,1,26,4,3,1.8
1994,1,26,4,4,3
1994,1,26,4,19,1.9
1994,1,26,4,37,1.9
1994,1,26,4,43,1.8
1994,1,26,4,47,1.5
1994,1,26,5,4,1.4
1994,1,26,5,20,1.6
1994,1,26,5,21,1.4
1994,1,26,5,27,1.5
1994,1,26,5,38,2.6
1994,1,26,5,48,2.1
1994,1,26,5,49,1.8
1994,1,26,5,53,1.5
1994,1,26,5,56,1.6
1994,1,26,5,58,2.1
1994,1,26,6,27,1.4
1994,1,26,6,31,1.5
1994,1,26,6,32,2.2
1994,1,26,6,44,1.6
1994,1,26,6,44,1.5
1994,1,26,7,19,1.4
1994,1,26,7,24,2.3
1994,1,26,7,38,1.3
1994,1,26,7,40,1.5
1994,1,26,7,52,1.8
1994,1,26,7,58,2.5
1994,1,26,8,18,1.9
1994,1,26,8,29,1.5
1994,1,26,8,32,2
1994,1,26,8,33,2.3
1994,1,26,8,43,2.3
1994,1,26,8,43,2.4
1994,1,26,8,45,1.7
1994,1,26,8,46,2.5
1994,1,26,8,49,1.9
1994,1,26,8,55,2.1
1994,1,26,9,0,1.8
1994,1,26,9,12,1.6
1994,1,26,9,22,1.9
1994,1,26,9,27,1.3
1994,1,26,9,39,1.6
1994,1,26,10,3,1.5
1994,1,26,10,11,1.4
1994,1,26,10,15,2
1994,1,26,10,22,2
1994,1,26,10,23,2.3
1994,1,26,10,40,1.5
1994,1,26,10,48,1.4
1994,1,26,10,49,1.7
1994,1,26,11,16,1.2
1994,1,26,11,18,1.4
1994,1,26,11,19,2
1994,1,26,11,29,1.7
1994,1,26,11,31,1.5
1994,1,26,11,41,1.8
1994,1,26,11,42,2.1
1994,1,26,11,47,1.7
1994,1,26,11,50,2.6
1994,1,26,11,53,2.4
1994,1,26,12,11,1.8
1994,1,26,12,22,1.5
1994,1,26,12,23,1.8
1994,1,26,12,28,3.8
1994,1,26,12,41,2.4
1994,1,26,12,53,1.9
1994,1,26,12,55,2
1994,1,26,13,8,1.8
1994,1,26,13,47,1.8
1994,1,26,13,53,2.9
1994,1,26,14,0,1.8
1994,1,26,14,8,2.2
1994,1,26,14,20,2.4
1994,1,26,14,20,1.4
1994,1,26,14,21,1.7
1994,1,26,14,24,1.4
1994,1,26,14,40,1.5
1994,1,26,14,52,1.4
1994,1,26,14,58,1.6
1994,1,26,15,21,1.7
